"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"015016";"pre";"15";"emmer in vierkant";"vierkant halverwege";"emmer in vierkant : vierkant halverwege";0,228603
"015016";"pre";"16";"twee ronde handvatten";"twee kegels blokje";"twee ronde handvatten : twee kegels blokje";0,282989
"015016";"post";"1";"robot";"robot";"robot : robot";0
"015016";"post";"2";"spitse punt";"spitse driehoek bovenop";"spitse punt : spitse driehoek bovenop";0,116727
"015016";"post";"3";"trofee";"trofee wokkel";"trofee : trofee wokkel";0,154969
"015016";"post";"4";"platte driehoek";"platte driehoek bovenop";"platte driehoek : platte driehoek bovenop";0,0621611
"015016";"post";"5";"kip";"kip";"kip : kip";5,96046e-08
"015016";"post";"6";"staaf door ei";"staaf door bal";"staaf door ei : staaf door bal";0,113646
"015016";"post";"7";"tafel en bakje";"tafel bakje";"tafel en bakje : tafel bakje";0,0285534
"015016";"post";"8";"zeepaardje";"zeepaardje";"zeepaardje : zeepaardje";0
"015016";"post";"9";"zeshoekige staaf zijkant";"rondje achterkant";"zeshoekige staaf zijkant : rondje achterkant";0,260393
"015016";"post";"10";"staaf twee ballen";"staaf ballen zijkant";"staaf twee ballen : staaf ballen zijkant";0,0780127
"015016";"post";"11";"v goot zijkant";"driehoek balkje links";"v goot zijkant : driehoek balkje links";0,361474
"015016";"post";"12";"toeter";"toeter";"toeter : toeter";0
"015016";"post";"13";"zes ruiten zijkanten";"zes bolletjes zijkant";"zes ruiten zijkanten : zes bolletjes zijkant";0,131988
"015016";"post";"14";"staaf verticaal bal";"bal bovenop";"staaf verticaal bal : bal bovenop";0,20726
"015016";"post";"15";"vierkant midden emmer";"vierkant halverwege doorheen";"vierkant midden emmer : vierkant halverwege doorheen";0,203917
"015016";"post";"16";"telescoop";"telescoop";"telescoop : telescoop";1,19209e-07
"017018";"pre";"1";"laserogen antenne";"plaat spijker bovenop";"laserogen antenne : plaat spijker bovenop";0,426547
"017018";"pre";"2";"voetjes snavel mohawk";"driehoek bovenop";"voetjes snavel mohawk : driehoek bovenop";0,522429
"017018";"pre";"3";"tornado onderaan";"wokkel driekhoek onderaan";"tornado onderaan : wokkel driekhoek onderaan";0,258913
"017018";"pre";"4";"trapezium bovenop";"twee balkjes rechts";"trapezium bovenop : twee balkjes rechts";0,28616
"017018";"pre";"5";"schoonmaakrobot";"lange balk bovenop";"schoonmaakrobot : lange balk bovenop";0,734285
"017018";"pre";"6";"heeft een snor";"kopje steel bol";"heeft een snor : kopje steel bol";0,453876
"017018";"pre";"7";"rand rondom";"plaat twee poten";"rand rondom : plaat twee poten";0,454696
"017018";"pre";"8";"doorboorde ruit bovenop";"driehoek achter boven";"doorboorde ruit bovenop : driehoek achter boven";0,2988
"017018";"pre";"9";"kopje met citroen schijf";"breed voetstuk onder";"kopje met citroen schijf : breed voetstuk onder";0,520627
"017018";"pre";"10";"armen en matje";"plaat achter kopje";"armen en matje : plaat achter kopje";0,375762
"017018";"pre";"11";"pennenbak met neus";"kopje lepel staaf";"pennenbak met neus : kopje lepel staaf";0,306161
"017018";"pre";"12";"vastgeplakt aan kauwgom";"langste spijker links";"vastgeplakt aan kauwgom : langste spijker links";0,394053
"017018";"pre";"13";"pippi langkous";"kralen links rechts";"pippi langkous : kralen links rechts";0,699502
"017018";"pre";"14";"korfbal korf met armen";"rond bolletje bovenop";"korfbal korf met armen : rond bolletje bovenop";0,39394
"017018";"pre";"15";"in een plaat";"vierkant door figuur";"in een plaat : vierkant door figuur";0,415552
"017018";"pre";"16";"links en boven dezelfde";"vier verschillende uitsteeksels";"links en boven dezelfde : vier verschillende uitsteeksels";0,387045
"017018";"post";"1";"links groterwordende vierkanten";"antenne plaat";"links groterwordende vierkanten : antenne plaat";0,471812
"017018";"post";"2";"driehoek achterop telescoop";"driehoek telescoop";"driehoek achterop telescoop : driehoek telescoop";0,0701309
"017018";"post";"3";"wokkel met driehoek";"wokkel driehoek";"wokkel met driehoek : wokkel driehoek";0,0549593
"017018";"post";"4";"trapezium bovenop";"trapezium";"trapezium bovenop : trapezium";0,12675
"017018";"post";"5";"schoonmaakrobot";"schoonmaakrobot";"schoonmaakrobot : schoonmaakrobot";0
"017018";"post";"6";"appel steeltje doorboorde neus";"appel steeltje";"appel steeltje doorboorde neus : appel steeltje";0,10194
"017018";"post";"7";"tafel met bakje";"tafel met schaaltje";"tafel met bakje : tafel met schaaltje";0,0344549
"017018";"post";"8";"vierkanten door ruiten";"dubbele driehoek";"vierkanten door ruiten : dubbele driehoek";0,303608
"017018";"post";"9";"cirkel achterop appel steeltje";"rondje achterkant";"cirkel achterop appel steeltje : rondje achterkant";0,260551
"017018";"post";"10";"waterval twee armen";"waterval";"waterval twee armen : waterval";0,260042
"017018";"post";"11";"roerstaaf voor verf";"verf spatel";"roerstaaf voor verf : verf spatel";0,13678
"017018";"post";"12";"oude spijker plateau";"oude spijker";"oude spijker plateau : oude spijker";0,143192
"017018";"post";"13";"pippi langkous";"pippi staartjes";"pippi langkous : pippi staartjes";0,104707
"017018";"post";"14";"korf met bal";"korfbal";"korf met bal : korfbal";0,611012
"017018";"post";"15";"platform doorboort glijbaan";"glijbaan";"platform doorboort glijbaan : glijbaan";0,188718
"017018";"post";"16";"lepel boven links";"twee dezelfde lepels";"lepel boven links : twee dezelfde lepels";0,350744
"019020";"pre";"1";"telescoop ogen";"rechts vierkante plaat";"telescoop ogen : rechts vierkante plaat";0,453762
"019020";"pre";"2";"driehoek boven";"driehoek bovenop";"driehoek boven : driehoek bovenop";0,0953231
"019020";"pre";"3";"gedraaide onderkant";"groot aanhangsel onderaan";"gedraaide onderkant : groot aanhangsel onderaan";0,402638
"019020";"pre";"4";"vogeltje";"twee balkjes rechts";"vogeltje : twee balkjes rechts";0,563055
"019020";"pre";"5";"balk boven op";"rechthoekig balkje bovenop";"balk boven op : rechthoekig balkje bovenop";0,268251
"019020";"pre";"6";"neus met staaf";"ronde neus doorboord";"neus met staaf : ronde neus doorboord";0,189074
"019020";"pre";"7";"tafeltje met bakje";"tweepotige tafel";"tafeltje met bakje : tweepotige tafel";0,169985
"019020";"pre";"8";"kat";"ruit bovenop";"kat : ruit bovenop";0,535591
"019020";"pre";"9";"beker met roerlepel";"lepeltje rechts";"beker met roerlepel : lepeltje rechts";0,30609
"019020";"pre";"10";"horizontale doorlopende staaf";"linksboven soort schans";"horizontale doorlopende staaf : linksboven soort schans";0,484393
"019020";"pre";"11";"midden bovenste rij";"verticale balk bovenop";"midden bovenste rij : verticale balk bovenop";0,262674
"019020";"pre";"12";"spijker en plateau";"rond plateau rechts";"spijker en plateau : rond plateau rechts";0,168247
"019020";"pre";"13";"rij met ruitjes";"op een plaat";"rij met ruitjes : op een plaat";0,336377
"019020";"pre";"14";"balletje boven op";"verticale balk zijkant";"balletje boven op : verticale balk zijkant";0,391171
"019020";"pre";"15";"twee balkjes boven";"plaat door kopje";"twee balkjes boven : plaat door kopje";0,410079
"019020";"pre";"16";"joystick boven op";"rechtop midden lepel";"joystick boven op : rechtop midden lepel";0,384532
"019020";"post";"1";"twee telescopen";"twee telescopen";"twee telescopen : twee telescopen";5,96046e-08
"019020";"post";"2";"scherpe driehoek";"driehoek en potloodpunt";"scherpe driehoek : driehoek en potloodpunt";0,177
"019020";"post";"3";"gedraaide onderkant";"groot aanhangsel blokjes";"gedraaide onderkant : groot aanhangsel blokjes";0,408045
"019020";"post";"4";"vogeltje";"vogel";"vogeltje : vogel";0,242141
"019020";"post";"5";"omgekeerd bekertje";"balk omgekeerde bekers";"omgekeerd bekertje : balk omgekeerde bekers";0,308003
"019020";"post";"6";"neus doorboord";"doorboorde neus kuif";"neus doorboord : doorboorde neus kuif";0,104495
"019020";"post";"7";"tafeltje met kom";"tweepotige tafel";"tafeltje met kom : tweepotige tafel";0,240923
"019020";"post";"8";"kat";"kat ruit bovenkant";"kat : kat ruit bovenkant";0,244929
"019020";"post";"9";"beker met lepeltje";"standaard en lepeltje";"beker met lepeltje : standaard en lepeltje";0,223454
"019020";"post";"10";"schans en spijker";"schroef erdoor schans";"schans en spijker : schroef erdoor schans";0,180335
"019020";"post";"11";"neus met pennetje";"neus rechthoek pen";"neus met pennetje : neus rechthoek pen";0,208637
"019020";"post";"12";"schijfje met spijker";"rond plateau rechts";"schijfje met spijker : rond plateau rechts";0,497
"019020";"post";"13";"macaroni";"blad macaroni sprieten";"macaroni : blad macaroni sprieten";0,200338
"019020";"post";"14";"bolletje ongelijke armen";"bal rechthoek armen";"bolletje ongelijke armen : bal rechthoek armen";0,183562
"019020";"post";"15";"vlak met slurf";"blad door beker";"vlak met slurf : blad door beker";0,440614
"019020";"post";"16";"telescoop met pennen";"joysticks telescoop wormpje";"telescoop met pennen : joysticks telescoop wormpje";0,233289
"021022";"pre";"1";"uitschuifbare blokjes";"dubbele spijker zijkant";"uitschuifbare blokjes : dubbele spijker zijkant";0,295
"021022";"pre";"2";"hoge piramide";"hoed aan bovenkant";"hoge piramide : hoed aan bovenkant";0,442445
"021022";"pre";"3";"omhoog gaande draaimolen";"driehoek met spiraal";"omhoog gaande draaimolen : driehoek met spiraal";0,412921
"021022";"pre";"4";"vogel met twee snavels";"dubbele plaatjes";"vogel met twee snavels : dubbele plaatjes";0,348087
"021022";"pre";"5";"stofzuigende robot";"balk bovenop";"stofzuigende robot : balk bovenop";0,573442
"021022";"pre";"6";"langwerpige neuspiercing";"staaf door ei";"langwerpige neuspiercing : staaf door ei";0,400263
"021022";"pre";"7";"ophang plankje";"plateau met bak";"ophang plankje : plateau met bak";0,348361
"021022";"pre";"8";"bloempot op een stokje";"vierkant met uitsteeksel";"bloempot op een stokje : vierkant met uitsteeksel";0,329568
"021022";"pre";"9";"pinokkio";"houder onderkant";"pinokkio : houder onderkant";0,794175
"021022";"pre";"10";"centraal riolering punt";"buis doorheen";"centraal riolering punt : buis doorheen";0,385307
"021022";"pre";"11";"dikke indiaan";"bal aan zijkant";"dikke indiaan : bal aan zijkant";0,476571
"021022";"pre";"12";"bijtelen";"spijker in aanhangsel";"bijtelen : spijker in aanhangsel";0,462554
"021022";"pre";"13";"pan vaas afwassen";"plateau onderkant";"pan vaas afwassen : plateau onderkant";0,469842
"021022";"pre";"14";"bal in korfbal mandje";"bal bovenop";"bal in korfbal mandje : bal bovenop";0,249707
"021022";"pre";"15";"waterglijbaan";"plateau midden";"waterglijbaan : plateau midden";0,634071
"021022";"pre";"16";"twee dezelfde pluimen";"ovaal midden rechtop";"twee dezelfde pluimen : ovaal midden rechtop";0,356452
"021022";"post";"1";"paddestoel kaas plakje kijkes";"paddestoel bovenop";"paddestoel kaas plakje kijkes : paddestoel bovenop";0,23079
"021022";"post";"2";"piramide koekje schroef";"spijker aan zijkant";"piramide koekje schroef : spijker aan zijkant";0,357009
"021022";"post";"3";"beker trofee";"trofee met kubussen";"beker trofee : trofee met kubussen";0,278459
"021022";"post";"4";"hoedje vogel twee snavels";"twee plaatjes zijkant";"hoedje vogel twee snavels : twee plaatjes zijkant";0,240939
"021022";"post";"5";"robot stofzuiger";"liggende balk bovenop";"robot stofzuiger : liggende balk bovenop";0,646453
"021022";"post";"6";"neuspiercing";"neus met piercing";"neuspiercing : neus met piercing";0,324785
"021022";"post";"7";"tafeltje houder bakje";"plateau met bak";"tafeltje houder bakje : plateau met bak";0,325259
"021022";"post";"8";"klappen een standvlak";"ruit met doorboren";"klappen een standvlak : ruit met doorboren";0,210526
"021022";"post";"9";"cocktail halve cirkel";"smalle houder onder";"cocktail halve cirkel : smalle houder onder";0,447795
"021022";"post";"10";"klep riool bolletjes";"cilinder met plateau";"klep riool bolletjes : cilinder met plateau";0,27958
"021022";"post";"11";"indiaan omgedraaide kegel";"neus zonder piercing";"indiaan omgedraaide kegel : neus zonder piercing";0,470939
"021022";"post";"12";"spijker plateau";"spijker in pacman";"spijker plateau : spijker in pacman";0,506724
"021022";"post";"13";"afwas houder doorboord";"plateau onderaan";"afwas houder doorboord : plateau onderaan";0,55139
"021022";"post";"14";"korfbal houder bal";"korfbal met paal";"korfbal houder bal : korfbal met paal";0,200433
"021022";"post";"15";"glijbaan";"plateau met glijbaan";"glijbaan : plateau met glijbaan";0,135192
"021022";"post";"16";"identieke pluim";"zelfde uitsteeksel bovenop";"identieke pluim : zelfde uitsteeksel bovenop";0,368919
"023024";"pre";"1";"stekker";"horizontale torentjes paddestoel";"stekker : horizontale torentjes paddestoel";0,709836
"023024";"pre";"2";"tent";"puntmuts neus oor";"tent : puntmuts neus oor";0,582456
"023024";"pre";"3";"bier beker";"scheef wijnglas blokjes";"bier beker : scheef wijnglas blokjes";0,431437
"023024";"pre";"4";"vis";"snavel armpje pootje";"vis : snavel armpje pootje";0,581
"023024";"pre";"5";"graan machine";"rechthoek bovenop";"graan machine : rechthoek bovenop";0,551743
"023024";"pre";"6";"kop koffie";"propellor neus sprietje";"kop koffie : propellor neus sprietje";0,357006
"023024";"pre";"7";"picnic tafel";"tafel schaaltje dienblad";"picnic tafel : tafel schaaltje dienblad";0,236557
"023024";"pre";"8";"pinokkio";"twee pootjes scheef";"pinokkio : twee pootjes scheef";0,630133
"023024";"pre";"9";"sauteer pan";"wiegje handvat lepel";"sauteer pan : wiegje handvat lepel";0,365479
"023024";"pre";"10";"ernergie centrale";"platte staaf courgette";"ernergie centrale : platte staaf courgette";0,602245
"023024";"pre";"11";"indiaan clown";"uitstekend rechthoek handvat";"indiaan clown : uitstekend rechthoek handvat";0,625757
"023024";"pre";"12";"bestuuringssysteem";"tafelpoot plateau uitstekend";"bestuuringssysteem : tafelpoot plateau uitstekend";0,539072
"023024";"pre";"13";"kruk";"vlechtjes neus dienblad";"kruk : vlechtjes neus dienblad";0,367982
"023024";"pre";"14";"basketbal hoop";"fietsstuur balletje basket";"basketbal hoop : fietsstuur balletje basket";0,367448
"023024";"pre";"15";"maal machine";"stoomschip verhoogd vierkant";"maal machine : stoomschip verhoogd vierkant";0,453008
"023024";"pre";"16";"blender";"vier uitsteeksels";"blender : vier uitsteeksels";0,775965
"023024";"post";"1";"robot met paddenstoel";"robot champignon";"robot met paddenstoel : robot champignon";0,146921
"023024";"post";"2";"tent";"tipi tent";"tent : tipi tent";0,106915
"023024";"post";"3";"wijn glas";"wijnglas speciaalbier";"wijn glas : wijnglas speciaalbier";0,183707
"023024";"post";"4";"kuikentje";"kuikentje";"kuikentje : kuikentje";-1,19209e-07
"023024";"post";"5";"chicken little";"chicken little";"chicken little : chicken little";-2,38419e-07
"023024";"post";"6";"piercing";"neuspiercing";"piercing : neuspiercing";0,331881
"023024";"post";"7";"tafel met bakje";"tafeltje met bakje";"tafel met bakje : tafeltje met bakje";0,0326717
"023024";"post";"8";"pinokkio";"dansend hobbelpaard";"pinokkio : dansend hobbelpaard";0,362774
"023024";"post";"9";"cocktail";"cocktail citroen schijfje";"cocktail : cocktail citroen schijfje";0,201151
"023024";"post";"10";"courgette";"courgette";"courgette : courgette";0
"023024";"post";"11";"neus fancy lepel";"neus fancy lepel";"neus fancy lepel : neus fancy lepel";-1,19209e-07
"023024";"post";"12";"casino royaal";"casino hendel";"casino royaal : casino hendel";0,313983
"023024";"post";"13";"pippi langkous";"pippi langkous";"pippi langkous : pippi langkous";5,96046e-08
"023024";"post";"14";"basketball hoop";"basketbal fietsstuur";"basketball hoop : basketbal fietsstuur";0,516774
"023024";"post";"15";"boot met tutu";"stoomboot met tutu";"boot met tutu : stoomboot met tutu";0,115368
"023024";"post";"16";"stofzuiger";"stofzuiger";"stofzuiger : stofzuiger";0
"025026";"pre";"1";"vierkant voorkant";"paddestoel bovenop";"vierkant voorkant : paddestoel bovenop";0,377161
"025026";"pre";"2";"piramide driehoek bovenkant";"persoon met pyramide";"piramide driehoek bovenkant : persoon met pyramide";0,369378
"025026";"pre";"3";"uitsteeksel onderkant lang";"schroef onderin";"uitsteeksel onderkant lang : schroef onderin";0,30425
"025026";"pre";"4";"twee rechthoeken rechts";"kip";"twee rechthoeken rechts : kip";0,662303
"025026";"pre";"5";"meest compact";"balk bovenop";"meest compact : balk bovenop";0,70054
"025026";"pre";"6";"klein uitsteeksel bovenkant";"stok door neus";"klein uitsteeksel bovenkant : stok door neus";0,331536
"025026";"pre";"7";"twee pootjes onderkant";"kruiwagen";"twee pootjes onderkant : kruiwagen";0,495056
"025026";"pre";"8";"meest complex";"dier op zijkant";"meest complex : dier op zijkant";0,636017
"025026";"pre";"9";"verlengde onderkant";"koffiekopje";"verlengde onderkant : koffiekopje";0,747854
"025026";"pre";"10";"handvaten rond uiteinde";"gieter";"handvaten rond uiteinde : gieter";0,513717
